QuestionId,WholeAssignment,ConstructName,SubjectName,QuestionText,CorrectAnswer,ConstructId,SubjectId,Answer,Answer_value,Misconception,MisconceptionId
101,Express one quantity as a percentage of another mentally. Percentages of an Amount. What is \( 8 \) out of \( 40 \) as a percentage?,Express one quantity as a percentage of another mentally,Percentages of an Amount,What is \( 8 \) out of \( 40 \) as a percentage?,B,579,233,AnswerAText,\( 8.4 \% \),MisconceptionAId,1786.0
103,"Calculate the area of a parallelogram where the dimensions are given in the same units. Area of Simple Shapes. What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()",Calculate the area of a parallelogram where the dimensions are given in the same units,Area of Simple Shapes,"What is the area of the parallelogram? ![A parallelogram with the length labelled 10cm, the slanted height labelled 4cm, and the perpendicular height (marked with a right angle) labelled 3cm]()",C,2566,75,AnswerAText,\( 120 \mathrm{~cm}^{2} \),MisconceptionAId,867.0
104,"Solve quadratic equations using balancing. Quadratic Equations. A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d-6)^{2}-16=0
\)

Step \( 1 \)
\(
(d-6)^{2}=16
\)",Solve quadratic equations using balancing,Quadratic Equations,"A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d-6)^{2}-16=0
\)

Step \( 1 \)
\(
(d-6)^{2}=16
\)",B,1494,65,AnswerAText,\( d^{2}=22 \),MisconceptionAId,969.0
105,"Find missing angles using vertically opposite angles. Basic Angle Facts (straight line, opposite, around a point, etc). What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()",Find missing angles using vertically opposite angles,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()",B,1745,181,AnswerAText,\( 53^{\circ} \),MisconceptionAId,1389.0
106,"Calculate the sector angle on a pie chart for a given group. Pie Chart. A class of students were surveyed about how many siblings they have.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Number of siblings & Frequency & Angle on a pie chart \\
\hline  0  & \( 7 \) & \(  \) \\
\hline 1  & \(  \) & \( 144 \degree \) \\
\hline 2  & \(  \) & \(  \) \\
\hline 3  & \( 4 \) & \( \bigstar \) \\
\hline 4 or more  & \(  \) & \(  \) \\
\hline  TOTAL  & 30  & \(  \) \\
\end{tabular} Jenny wants to draw a pie chart of the information.
What should replace the star?",Calculate the sector angle on a pie chart for a given group,Pie Chart,"A class of students were surveyed about how many siblings they have.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Number of siblings & Frequency & Angle on a pie chart \\
\hline  0  & \( 7 \) & \(  \) \\
\hline 1  & \(  \) & \( 144 \degree \) \\
\hline 2  & \(  \) & \(  \) \\
\hline 3  & \( 4 \) & \( \bigstar \) \\
\hline 4 or more  & \(  \) & \(  \) \\
\hline  TOTAL  & 30  & \(  \) \\
\end{tabular} Jenny wants to draw a pie chart of the information.
What should replace the star?",B,2866,109,AnswerAText,\( 40^{\circ} \),MisconceptionAId,1362.0
107,Divide proper fractions in the form: Integer ÷ Fraction. Dividing Fractions. How many times does \( \frac{3}{5} \) go into \( 15 \) ?,Divide proper fractions in the form: Integer ÷ Fraction,Dividing Fractions,How many times does \( \frac{3}{5} \) go into \( 15 \) ?,D,447,232,AnswerAText,\( \frac{45}{75} \),MisconceptionAId,1008.0
108,"Carry out multiplication problems involving one negative integer. Expanding Double Brackets. John is expanding these two brackets.

What should he get when he multiplies the two terms indicated by the arrows? ![The two brackets are (x+5)(x-3). The arrows are pointing at the +5 in the first bracket and the -3 in the second bracket.]()",Carry out multiplication problems involving one negative integer,Expanding Double Brackets,"John is expanding these two brackets.

What should he get when he multiplies the two terms indicated by the arrows? ![The two brackets are (x+5)(x-3). The arrows are pointing at the +5 in the first bracket and the -3 in the second bracket.]()",B,265,51,AnswerAText,\( +2 \),MisconceptionAId,2143.0
109,"Know that the factorised form of a quadratic is useful for finding where the curve crosses the x-axis. Sketching from Factorised Form. Tom and Katie are discussing quadratic graphs.

Tom says a quadratic expression that cannot be factorised will not intercept the \( x \) axis.

Katie says a graph of a quadratic that does not intercept the \( x \) axis cannot be factorised.
Who is correct?",Know that the factorised form of a quadratic is useful for finding where the curve crosses the x-axis,Sketching from Factorised Form,"Tom and Katie are discussing quadratic graphs.

Tom says a quadratic expression that cannot be factorised will not intercept the \( x \) axis.

Katie says a graph of a quadratic that does not intercept the \( x \) axis cannot be factorised.
Who is correct?",B,987,266,AnswerAText,Only Tom,MisconceptionAId,384.0
111,"Understand the terms equilateral and regular, and recognise the notation for regular polygons. Angles in Polygons. Which quadrilateral below is a regular polygon?","Understand the terms equilateral and regular, and recognise the notation for regular polygons",Angles in Polygons,Which quadrilateral below is a regular polygon?,D,3207,183,AnswerAText,![Trapezium](),MisconceptionAId,255.0
112,Express a division as a fraction. Mental Multiplication and Division. Which calculation is equivalent to the fraction \( \frac{3}{4} \) ?,Express a division as a fraction,Mental Multiplication and Division,Which calculation is equivalent to the fraction \( \frac{3}{4} \) ?,B,3193,204,AnswerAText,\( 3-4 \),MisconceptionAId,2093.0
113,"Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression. Expanding Single Brackets. Expand and simplify:
\[
4(2 x+1)-(5 x-9)
\]",Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,"Expand and simplify:
\[
4(2 x+1)-(5 x-9)
\]",B,1403,50,AnswerAText,\( 3 x-5 \),MisconceptionAId,1805.0
115,Write a given translation in vector notation. Translation and Vectors. Three left and five down in vector notation is... \( \left(\begin{array}{c}\triangle \\ \bigcirc\end{array}\right) \) What should replace the \( \triangle \) ?,Write a given translation in vector notation,Translation and Vectors,Three left and five down in vector notation is... \( \left(\begin{array}{c}\triangle \\ \bigcirc\end{array}\right) \) What should replace the \( \triangle \) ?,B,2709,95,AnswerAText,\( 3 \),MisconceptionAId,851.0
117,"Given information about one part, work out other parts. Sharing in a Ratio. To make pink paint, you mix red paint with white paint in the ratio \( 3: 4 \).
What should replace the star? ![Red, White, Total | 1200 ml, Star, Blank]()","Given information about one part, work out other parts",Sharing in a Ratio,"To make pink paint, you mix red paint with white paint in the ratio \( 3: 4 \).
What should replace the star? ![Red, White, Total | 1200 ml, Star, Blank]()",D,700,241,AnswerAText,\( 1201 \ \mathrm{ml} \),MisconceptionAId,2356.0
118,"Calculate the area of a trapezium where the dimensions are given in different units. Area of Simple Shapes. What should replace the star to calculate the area of this trapezium?
 Area \( =\frac{90+40}{2} \times \) \(\color{gold}\bigstar\)
 ![Trapezium with parallel sides of lengths 90mm and 40mm. The length of one slanted side is 6cm and the perpendicular height is 5cm.]()",Calculate the area of a trapezium where the dimensions are given in different units,Area of Simple Shapes,"What should replace the star to calculate the area of this trapezium?
 Area \( =\frac{90+40}{2} \times \) \(\color{gold}\bigstar\)
 ![Trapezium with parallel sides of lengths 90mm and 40mm. The length of one slanted side is 6cm and the perpendicular height is 5cm.]()",B,2571,75,AnswerAText,\( 5 \),MisconceptionAId,877.0
119,"Carry out division  problems involving one negative integer. Multiplying and Dividing Negative Numbers. Tom and Katie are trying to write different calculations for the diagram on the left.
Tom writes: \( -3 \times(-8)=-24 \)
Katie writes: \( \frac{(-24)}{-3}=-8 \)
Who is correct? ![A diagram showing an arrow to the left, marked with a value of -24. Underneath this arrow there is a smaller arrow, still pointing to the left, that is a third of the length of the larger arrow]()",Carry out division  problems involving one negative integer,Multiplying and Dividing Negative Numbers,"Tom and Katie are trying to write different calculations for the diagram on the left.
Tom writes: \( -3 \times(-8)=-24 \)
Katie writes: \( \frac{(-24)}{-3}=-8 \)
Who is correct? ![A diagram showing an arrow to the left, marked with a value of -24. Underneath this arrow there is a smaller arrow, still pointing to the left, that is a third of the length of the larger arrow]()",D,274,212,AnswerAText,"Only
Tom",MisconceptionAId,1597.0
120,"Perform calculations with areas when given in different units. Area Units. Square \( \mathrm{P} \) has an area of \( 4 \mathrm{~cm}^{2} \)
Square \( Q \) has an area of \( 4 \mathrm{~mm}^{2} \)
What is the total area of squares \( P \) and \( Q \) in \( \mathrm{mm}^{2} \) ?",Perform calculations with areas when given in different units,Area Units,"Square \( \mathrm{P} \) has an area of \( 4 \mathrm{~cm}^{2} \)
Square \( Q \) has an area of \( 4 \mathrm{~mm}^{2} \)
What is the total area of squares \( P \) and \( Q \) in \( \mathrm{mm}^{2} \) ?",C,2076,196,AnswerAText,\( 8 \mathrm{~mm}^{2} \),MisconceptionAId,877.0
121,"Find the gradient of a line written in the form ax + by = c. Finding the Gradient and Intercept of a Line from the Equation. What is the gradient of this line?
\(5 x+3 y=15\)",Find the gradient of a line written in the form ax + by = c,Finding the Gradient and Intercept of a Line from the Equation,"What is the gradient of this line?
\(5 x+3 y=15\)",D,941,260,AnswerAText,\( 5 \),MisconceptionAId,1743.0
124,"Carry out subtraction problems involving two negative integers . Adding and Subtracting Negative Numbers. What number belongs in the box?
\(
(-8)-(-5)=
\square\)",Carry out subtraction problems involving two negative integers ,Adding and Subtracting Negative Numbers,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",D,256,211,AnswerAText,\( -13 \),MisconceptionAId,1282.0
125,"Prove statements involving multiples. Algebraic Proof. On what line is the first mistake when proving \( (n+1)^{2}-(n-1)^{2} \) is divisible by \( 4 \) ? \( n^{2}+2 n+1-\left(n^{2}-2 n+1\right) \quad \) Line \( 1 \) \( n^{2}+2 n+1-n^{2}-2 n+1 \quad \) Line \( 2 \) \[
2
\]

Line \( 3 \)",Prove statements involving multiples,Algebraic Proof,"On what line is the first mistake when proving \( (n+1)^{2}-(n-1)^{2} \) is divisible by \( 4 \) ? \( n^{2}+2 n+1-\left(n^{2}-2 n+1\right) \quad \) Line \( 1 \) \( n^{2}+2 n+1-n^{2}-2 n+1 \quad \) Line \( 2 \) \[
2
\]

Line \( 3 \)",B,1290,1081,AnswerAText,Line \( 1 \),MisconceptionAId,583.0
126,"Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units. Compound Area. What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form an ""L"" shape.  The base of the shape is horizontal and is 13cm long. The vertical height of the whole shape is 14cm. The horizontal width of the top part of the shape is 6cm. The vertical height of the top rectangle is 8cm. The right handed rectangle is shaded blue]()","Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",Compound Area,"What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form an ""L"" shape.  The base of the shape is horizontal and is 13cm long. The vertical height of the whole shape is 14cm. The horizontal width of the top part of the shape is 6cm. The vertical height of the top rectangle is 8cm. The right handed rectangle is shaded blue]()",C,2610,179,AnswerAText,\( 48 \mathrm{~cm}^{2} \),MisconceptionAId,1148.0
